"uf";"nome_munic";"populacao"
"MG";"Joanésia";4476
"MG";"João Monlevade";80416
"MG";"João Pinheiro";47726
"MG";"Joaquim Felício";4727
"MG";"Jordânia";10842
"MG";"José Gonçalves de Minas";4487
"MG";"José Raydan";5050
"MG";"Josenópolis";4889
"MG";"Nova União";5732
"MG";"Juatuba";27392
"MG";"Juiz de Fora";573285
"MG";"Juramento";4345
"MG";"Juruaia";10681
"MG";"Juvenília";5715
"MG";"Ladainha";18193
"MG";"Lagamar";7600
"MG";"Lagoa da Prata";52711
"MG";"Lagoa dos Patos";4082
"MG";"Lagoa Dourada";13063
"MG";"Lagoa Formosa";18111
"MG";"Lagoa Grande";9608
"MG";"Lagoa Santa";65657
"MG";"Lajinha";19918
"MG";"Lambari";20907
"MG";"Lamim";3379
"MG";"Laranjal";6833
"MG";"Lassance";6503
"MG";"Lavras";104783
"MG";"Leandro Ferreira";3226
"MG";"Leme do Prado";4920
"MG";"Leopoldina";52640
"MG";"Liberdade";5031
"MG";"Lima Duarte";16724
"MG";"Limeira do Oeste";7589
"MG";"Lontra";9714
"MG";"Luisburgo";6258
"MG";"Luislândia";6718
"MG";"Luminárias";5438
"MG";"Luz";18257
"MG";"Machacalis";7111
"MG";"Machado";42413
"MG";"Madre de Deus de Minas";5109
"MG";"Malacacheta";18602
"MG";"Mamonas";6554
"MG";"Manga";18226
"MG";"Manhuaçu";91169
"MG";"Manhumirim";22802
"MG";"Mantena";27647
"MG";"Maravilhas";8046
"MG";"Mar de Espanha";12901
"MG";"Maria da Fé";14056
"MG";"Mariana";61288
"MG";"Marilac";4097
"MG";"Mário Campos";15619
"MG";"Maripá de Minas";2987
"MG";"Marliéria";4034
"MG";"Marmelópolis";2728
"MG";"Martinho Campos";13443
"MG";"Martins Soares";8531
"MG";"Mata Verde";8644
"MG";"Materlândia";4436
"MG";"Mateus Leme";31364
"MG";"Matias Barbosa";14548
"MG";"Matias Cardoso";11260
"MG";"Matipó";19005
"MG";"Mato Verde";12412
"MG";"Matozinhos";38151
"MG";"Matutina";3741
"MG";"Medeiros";3832
"MG";"Medina";20759
"MG";"Mendes Pimentel";6446
"MG";"Mercês";10758
"MG";"Mesquita";5546
"MG";"Minas Novas";31497
"MG";"Minduri";3893
"MG";"Mirabela";13620
"MG";"Miradouro";10787
"MG";"Miraí";15111
"MG";"Miravânia";4914
"MG";"Moeda";4934
"MG";"Moema";7554
"MG";"Monjolos";2202
"MG";"Monsenhor Paulo";8727
"MG";"Montalvânia";14747
"MG";"Monte Alegre de Minas";21236
"MG";"Monte Azul";20696
"MG";"Monte Belo";13152
"MG";"Monte Carmelo";47931
"MG";"Monte Formoso";4923
"MG";"Monte Santo de Minas";21513
"MG";"Montes Claros";413487
"MG";"Monte Sião";24029
"MG";"Montezuma";8315
"MG";"Morada Nova de Minas";8910
"MG";"Morro da Garça";2437
"MG";"Morro do Pilar";3153
"MG";"Munhoz";5994
"MG";"Muriaé";109392
"MG";"Mutum";26961
"MG";"Muzambinho";20545
"MG";"Nacip Raydan";3220
"MG";"Nanuque";40665
"MG";"Naque";7051
"MG";"Natalândia";3308
"MG";"Natércia";4728
"MG";"Nazareno";8660
"MG";"Nepomuceno";26826
"MG";"Ninheira";10326
"MG";"Nova Belém";3128
"MG";"Nova Era";17551
"MG";"Nova Lima";96157
"MG";"Nova Módica";3573
"MG";"Nova Ponte";15800
"MG";"Nova Porteirinha";7497
"MG";"Nova Resende";16832
"MG";"Nova Serrana";105520
"MG";"Novo Cruzeiro";31335
"MG";"Novo Oriente de Minas";10778
"MG";"Novorizonte";5324
"MG";"Olaria";1720
"MG";"Olhos-d'Água";6171
"MG";"Olímpio Noronha";2809
"MG";"Oliveira";41840
"MG";"Oliveira Fortes";2130
"MG";"Onça de Pitangui";3152
"MG";"Oratórios";4663
"MG";"Orizânia";8079
"MG";"Ouro Branco";39867
"MG";"Ouro Fino";33791
"MG";"Ouro Preto";74558
"MG";"Ouro Verde de Minas";5914
"MG";"Padre Carvalho";6423
"MG";"Padre Paraíso";20252
"MG";"Paineiras";4462
"MG";"Pains";8296
"MG";"Pai Pedro";6094
"MG";"Paiva";1523
"MG";"Palma";6611
"MG";"Palmópolis";5349
"MG";"Papagaios";15800
"MG";"Paracatu";93862
"MG";"Pará de Minas";94808
"MG";"Paraguaçu";21605
"MG";"Paraisópolis";21221
"MG";"Paraopeba";24700
"MG";"Passabém";1633
"MG";"Passa Quatro";16393
"MG";"Passa Tempo";8057
"MG";"Passa Vinte";2031
"MG";"Passos";115337
"MG";"Patis";6002
"MG";"Patos de Minas";153585
"MG";"Patrocínio";91449
"MG";"Patrocínio do Muriaé";5715
"MG";"Paula Cândido";9584
"MG";"Paulistas";4812
"MG";"Pavão";8419
"MG";"Peçanha";17537
"MG";"Pedra Azul";24329
"MG";"Pedra Bonita";7128
"MG";"Pedra do Anta";3005
"MG";"Pedra do Indaiá";3974
"MG";"Pedra Dourada";2532
"MG";"Pedralva";11146
"MG";"Pedras de Maria da Cruz";12212
"MG";"Pedrinópolis";3643
"MG";"Pedro Leopoldo";64712
"MG";"Pedro Teixeira";1806
"MG";"Pequeri";3330
"MG";"Pequi";4432
"MG";"Perdigão";11755
"MG";"Perdizes";16321
"MG";"Perdões";21485
"MG";"Periquito";6773
"MG";"Pescador";4256
"MG";"Piau";2733
"MG";"Piedade de Caratinga";8702
"MG";"Piedade de Ponte Nova";4140
"MG";"Piedade do Rio Grande";4466
"MG";"Piedade dos Gerais";5009
"MG";"Pimenta";8688
"MG";"Pingo-d'Água";4986
"MG";"Pintópolis";7524
"MG";"Piracema";6398
"MG";"Pirajuba";6348
"MG";"Piranga";17634
"MG";"Piranguçu";5488
"MG";"Piranguinho";8640
"MG";"Pirapetinga";10772
"MG";"Pirapora";56640
"MG";"Piraúba";10759
"MG";"Pitangui";28215
"MG";"Piumhi";34918
"MG";"Planura";12292
"MG";"Poço Fundo";16846
"MG";"Poços de Caldas";168641
"MG";"Pocrane";8359
"MG";"Pompéu";32035
"MG";"Ponte Nova";59875
"MG";"Ponto Chique";4283
"MG";"Ponto dos Volantes";12179
"MG";"Porteirinha";37864
"MG";"Porto Firme";11348
"MG";"Poté";16616
"MG";"Pouso Alegre";152549
"MG";"Pouso Alto";5900
"MG";"Prados";9080
"MG";"Prata";28017
"MG";"Pratápolis";8566
"MG";"Pratinha";3631
"MG";"Presidente Bernardes";5341
"MG";"Presidente Juscelino";3606
"MG";"Presidente Kubitschek";3001
"MG";"Presidente Olegário";19627
"MG";"Alto Jequitibá";8301
"MG";"Prudente de Morais";10834
"MG";"Quartel Geral";3584
"MG";"Queluzito";1943
"MG";"Raposos";16429
"MG";"Raul Soares";23711
"MG";"Recreio";10520
"MG";"Reduto";7201
"MG";"Resende Costa";11540
"MG";"Resplendor";17396
"MG";"Ressaquinha";4817
"MG";"Riachinho";8134
"MG";"Riacho dos Machados";9476
"MG";"Ribeirão das Neves";338197
"MG";"Ribeirão Vermelho";4047
"MG";"Rio Acima";10420
"MG";"Rio Casca";13473
"MG";"Rio Doce";2620
"MG";"Rio do Prado";5133
"MG";"Rio Espera";5402
"MG";"Rio Manso";5879
"MG";"Rio Novo";8957
"MG";"Rio Paranaíba";12335
"MG";"Rio Pardo de Minas";31045
"MG";"Rio Piracicaba";14332
"MG";"Rio Pomba";17959
"MG";"Rio Preto";5485
"MG";"Rio Vermelho";12739
"MG";"Ritápolis";4562
"MG";"Rochedo de Minas";2320
"MG";"Rodeiro";8224
"MG";"Romaria";3520
"MG";"Rosário da Limeira";4622
"MG";"Rubelita";5798
"MG";"Rubim";10256
"MG";"Sabará";137125
"MG";"Sabinópolis";15416
"MG";"Sacramento";26374
"MG";"Salinas";41699
"MG";"Salto da Divisa";7012
"MG";"Santa Bárbara";31604
"MG";"Santa Bárbara do Leste";8181
"MG";"Santa Bárbara do Monte Verde";3182
"MG";"Santa Bárbara do Tugúrio";4407
"MG";"Santa Cruz de Minas";8664
"MG";"Santa Cruz de Salinas";4107
"MG";"Santa Cruz do Escalvado";4725
"MG";"Santa Efigênia de Minas";4381
"MG";"Santa Fé de Minas";3826
"MG";"Santa Helena de Minas";6386
"MG";"Santa Juliana";14255
"MG";"Santa Luzia";220444
"MG";"Santa Margarida";16302
"MG";"Santa Maria de Itabira";10857
"MG";"Santa Maria do Salto";5217
"MG";"Santa Maria do Suaçuí";14611
"MG";"Santana da Vargem";7073
"MG";"Santana de Cataguases";3891
"MG";"Santana de Pirapama";7589
"MG";"Santana do Deserto";3981
"MG";"Santana do Garambéu";2476
"MG";"Santana do Jacaré";4834
"MG";"Santana do Manhuaçu";8667
"MG";"Santana do Paraíso";35369
"MG";"Santana do Riacho";4315
"MG";"Santana dos Montes";3765
"MG";"Santa Rita de Caldas";8924
"MG";"Santa Rita de Jacutinga";4863
"MG";"Santa Rita de Minas";7268
"MG";"Santa Rita de Ibitipoca";3402
"MG";"Santa Rita do Itueto";5457
"MG";"Santa Rita do Sapucaí";43753
"MG";"Santa Rosa da Serra";3357
"MG";"Santa Vitória";19872
"MG";"Santo Antônio do Amparo";18613
"MG";"Santo Antônio do Aventureiro";3602
"MG";"Santo Antônio do Grama";3886
"MG";"Santo Antônio do Itambé";3799
"MG";"Santo Antônio do Jacinto";11604
"MG";"Santo Antônio do Monte";28427
"MG";"Santo Antônio do Retiro";7297
"MG";"Santo Antônio do Rio Abaixo";1760
"MG";"Santo Hipólito";3065
"MG";"Santos Dumont";46421
"MG";"São Bento Abade";5349
"MG";"São Brás do Suaçuí";3754
"MG";"São Domingos das Dores";5658
"MG";"São Domingos do Prata";17327
"MG";"São Félix de Minas";3362
"MG";"São Francisco";56477
"MG";"São Francisco de Paula";6520
"MG";"São Francisco de Sales";6274
"MG";"São Francisco do Glória";4800
"MG";"São Geraldo";12562
"MG";"São Geraldo da Piedade";3910
"MG";"São Geraldo do Baixio";4059
"MG";"São Gonçalo do Abaeté";8459
"MG";"São Gonçalo do Pará";12597
"MG";"São Gonçalo do Rio Abaixo";11019
"MG";"São Gonçalo do Sapucaí";25561
"MG";"São Gotardo";35782
"MG";"São João Batista do Glória";7498
"MG";"São João da Lagoa";4932
"MG";"São João da Mata";2746
"MG";"São João da Ponte";25098
"MG";"São João das Missões";13125
"MG";"São João del Rei";90497
"MG";"São João do Manhuaçu";11674
"MG";"São João do Manteninha";5918
"MG";"São João do Oriente";7444
"MG";"São João do Pacuí";4448
"MG";"São João do Paraíso";23709
"MG";"São João Evangelista";15767
"MG";"São João Nepomuceno";26447
"MG";"São Joaquim de Bicas";32148
"MG";"São José da Barra";7480
"MG";"São José da Lapa";24135
"MG";"São José da Safira";4280
"MG";"São José da Varginha";5079
"MG";"São José do Alegre";4210
"MG";"São José do Divino";3856
"MG";"São José do Goiabal";5387
"MG";"São José do Jacuri";6431
"MG";"São José do Mantimento";2806
"MG";"São Lourenço";46202
"MG";"São Miguel do Anta";6944
"MG";"São Pedro da União";4610
"MG";"São Pedro dos Ferros";7706
"MG";"São Pedro do Suaçuí";5202
"MG";"São Romão";12529
"MG";"São Roque de Minas";7076
"MG";"São Sebastião da Bela Vista";5552
"MG";"São Sebastião da Vargem Alegre";3024
"MG";"São Sebastião do Anta";6627
"MG";"São Sebastião do Maranhão";9963
"MG";"São Sebastião do Oeste";6863
"MG";"São Sebastião do Paraíso";71445
"MG";"São Sebastião do Rio Preto";1492
"MG";"São Sebastião do Rio Verde";2250
"MG";"São Tiago";10960
"MG";"São Tomás de Aquino";7000
"MG";"São Tomé das Letras";7120
"MG";"São Vicente de Minas";7815
"MG";"Sapucaí-Mirim";6989
"MG";"Sardoá";6361
"MG";"Sarzedo";33413
"MG";"Setubinha";12378
"MG";"Sem-Peixe";2606
"MG";"Senador Amaral";5361
"MG";"Senador Cortes";2003
"MG";"Senador Firmino";7858
"MG";"Senador José Bento";1461
"MG";"Senador Modestino Gonçalves";4105
"MG";"Senhora de Oliveira";5786
"MG";"Senhora do Porto";3519
"MG";"Senhora dos Remédios";10467
"MG";"Sericita";7333
"MG";"Seritinga";1854
"MG";"Serra Azul de Minas";4292
"MG";"Serra da Saudade";776
"MG";"Serra dos Aimorés";8713
"MG";"Serra do Salitre";11668
"MG";"Serrania";7668
"MG";"Serranópolis de Minas";4809
"MG";"Serranos";1956
"MG";"Serro";20940
"MG";"Sete Lagoas";241835
"MG";"Silveirânia";2264
"MG";"Silvianópolis";6248
"MG";"Simão Pereira";2618
"MG";"Simonésia";19736
"MG";"Sobrália";5514
"MG";"Soledade de Minas";6189
"MG";"Tabuleiro";3708
"MG";"Taiobeiras";34397
"MG";"Taparuba";3101
"MG";"Tapira";4832
"MG";"Tapiraí";1872
"MG";"Taquaraçu de Minas";4099
"MG";"Tarumirim";14302
"MG";"Teixeiras";11670
"MG";"Teófilo Otoni";140937
"MG";"Timóteo";90568
"MG";"Tiradentes";8072
"MG";"Tiros";6424
"MG";"Tocantins";16715
"MG";"Tocos do Moji";4109
"MG";"Toledo";6297
"MG";"Tombos";7850
"MG";"Três Corações";80032
"MG";"Três Marias";32716
"MG";"Três Pontas";56940
"MG";"Tumiritinga";6765
"MG";"Tupaciguara";25398
"MG";"Turmalina";20125
"MG";"Turvolândia";5070
"MG";"Ubá";116797
"MG";"Ubaí";12599
"MG";"Ubaporanga";12493
"MG";"Uberaba";337092
"MG";"Uberlândia";699097
"MG";"Umburatiba";2596
"MG";"Unaí";84930
"MG";"União de Minas";4284
"MG";"Uruana de Minas";3260
"MG";"Urucânia";10345
"MG";"Urucuia";17173
"MG";"Vargem Alegre";6470
"MG";"Vargem Bonita";2148
"MG";"Vargem Grande do Rio Pardo";5026
"MG";"Varginha";136602
"MG";"Varjão de Minas";7138
"MG";"Várzea da Palma";39803
"MG";"Varzelândia";19305
"MG";"Vazante";20642
"MG";"Verdelândia";9443
"MG";"Veredinha";5727
"MG";"Veríssimo";4045
"MG";"Vermelho Novo";4846
"MG";"Vespasiano";129765
"MG";"Viçosa";79388
"MG";"Vieiras";3589
"MG";"Mathias Lobato";3179
"MG";"Virgem da Lapa";13740
"MG";"Virgínia";8663
"MG";"Virginópolis";10484
"MG";"Virgolândia";5340
"MG";"Visconde do Rio Branco";42965
"MG";"Volta Grande";5261
"MG";"Wenceslau Braz";2548
"ES";"Afonso Cláudio";30455
"ES";"Águia Branca";9631
"ES";"Água Doce do Norte";10909
"ES";"Alegre";29975
"ES";"Alfredo Chaves";14636
"ES";"Alto Rio Novo";7874
"ES";"Anchieta";29779
"ES";"Apiacá";7554
"ES";"Aracruz";103101
"ES";"Atilio Vivacqua";12105
"ES";"Baixo Guandu";31132
"ES";"Barra de São Francisco";44979
"ES";"Boa Esperança";15092
"ES";"Bom Jesus do Norte";9962
"ES";"Brejetuba";12427
"ES";"Cachoeiro de Itapemirim";210589
"ES";"Cariacica";383917
"ES";"Castelo";37747
"ES";"Colatina";123400
"ES";"Conceição da Barra";31273
"ES";"Conceição do Castelo";12806
"ES";"Divino de São Lourenço";4270
"ES";"Domingos Martins";33986
"ES";"Dores do Rio Preto";6771
"ES";"Ecoporanga";22835
"ES";"Fundão";21948
"ES";"Governador Lindenberg";12880
"ES";"Guaçuí";31122
"ES";"Guarapari";126701
"ES";"Ibatiba";26426
"ES";"Ibiraçu";12591
"ES";"Ibitirama";8859
"ES";"Iconha";13973
"ES";"Irupi";13526
"ES";"Itaguaçu";14023
"ES";"Itapemirim";34656
"ES";"Itarana";10494
"ES";"Iúna";29290
"ES";"Jaguaré";31039
"ES";"Jerônimo Monteiro";12265
"ES";"João Neiva";16722
"ES";"Laranja da Terra";10933
"ES";"Linhares";176688
"ES";"Mantenópolis";15503
"ES";"Marataízes";38883
"ES";"Marechal Floriano";16920
"ES";"Marilândia";12963
"ES";"Mimoso do Sul";26115
"ES";"Montanha";18894
"ES";"Mucurici";5496
"ES";"Muniz Freire";17319
"ES";"Muqui";15526
"ES";"Nova Venécia";50434
"ES";"Pancas";23306
"ES";"Pedro Canário";26381
"ES";"Pinheiros";27327
"ES";"Piúma";22053
"ES";"Ponto Belo";7940
"ES";"Presidente Kennedy";11658
"ES";"Rio Bananal";19271
"ES";"Rio Novo do Sul";11626
"ES";"Santa Leopoldina";12197
"ES";"Santa Maria de Jetibá";41015
"ES";"Santa Teresa";23724
"ES";"São Domingos do Norte";8687
"ES";"São Gabriel da Palha";38522
"ES";"São José do Calçado";10546
"ES";"São Mateus";132642
"ES";"São Roque do Canaã";12510
"ES";"Serra";527240
"ES";"Sooretama";30680
"ES";"Vargem Alta";21591
"ES";"Venda Nova do Imigrante";25745
"ES";"Viana";79500
"ES";"Vila Pavão";9244
"ES";"Vila Valério";14073
"ES";"Vila Velha";501325
"ES";"Vitória";365855
"RJ";"Angra dos Reis";207044
"RJ";"Aperibé";11901
"RJ";"Araruama";134293
"RJ";"Areal";12669
"RJ";"Armação dos Búzios";34477
"RJ";"Arraial do Cabo";30593
"RJ";"Barra do Piraí";100764
"RJ";"Barra Mansa";184833
"RJ";"Belford Roxo";513118
"RJ";"Bom Jardim";27616
"RJ";"Bom Jesus do Itabapoana";37203
"RJ";"Cabo Frio";230378
"RJ";"Cachoeiras de Macacu";59303
"RJ";"Cambuci";15514
"RJ";"Carapebus";16586
"RJ";"Comendador Levy Gasparian";8576
"RJ";"Campos dos Goytacazes";511168
"RJ";"Cantagalo";20168
"RJ";"Cardoso Moreira";12821
"RJ";"Carmo";19030
"RJ";"Casimiro de Abreu";45041
"RJ";"Conceição de Macabu";23398
"RJ";"Cordeiro";22041
"RJ";"Duas Barras";11528
"RJ";"Duque de Caxias";924624
"RJ";"Engenheiro Paulo de Frontin";14071
"RJ";"Guapimirim";61388
"RJ";"Iguaba Grande";28837
"RJ";"Itaboraí";242543
"RJ";"Itaguaí";134819
"RJ";"Italva";15299
"RJ";"Itaocara";23222
"RJ";"Itaperuna";103800
"RJ";"Itatiaia";32064
"RJ";"Japeri";105548
"RJ";"Laje do Muriaé";7326
"RJ";"Macaé";261501
"RJ";"Macuco";5623
"RJ";"Magé";246433
"RJ";"Mangaratiba";45220
"RJ";"Maricá";164504
"RJ";"Mendes";18648
"RJ";"Mesquita";176569
"RJ";"Miguel Pereira";25581
"RJ";"Miracema";27154
"RJ";"Natividade";15311
"RJ";"Nilópolis";162693
"RJ";"Niterói";515317
"RJ";"Nova Friburgo";191158
"RJ";"Nova Iguaçu";823302
"RJ";"Paracambi";52683
"RJ";"Paraíba do Sul";44518
"RJ";"Paraty";43680
"RJ";"Paty do Alferes";27858
"RJ";"Petrópolis";306678
"RJ";"Pinheiral";25364
"RJ";"Piraí";29545
"RJ";"Porciúncula";18960
"RJ";"Porto Real";19974
"RJ";"Quatis";14435
"RJ";"Queimados";151335
"RJ";"Quissamã";25126
"RJ";"Resende";132312
"RJ";"Rio Bonito";60573
"RJ";"Rio Claro";18605
"RJ";"Rio das Flores";9344
"RJ";"Rio das Ostras";155193
"RJ";"Rio de Janeiro";6747815
"RJ";"Santa Maria Madalena";10392
"RJ";"Santo Antônio de Pádua";42594
"RJ";"São Francisco de Itabapoana";42210
"RJ";"São Fidélis";38710
"RJ";"São Gonçalo";1091737
"RJ";"São João da Barra";36423
"RJ";"São João de Meriti";472906
"RJ";"São José de Ubá";7206
"RJ";"São José do Vale do Rio Preto";21916
"RJ";"São Pedro da Aldeia";106049
"RJ";"São Sebastião do Alto";9387
"RJ";"Sapucaia";18249
"RJ";"Saquarema";90583
"RJ";"Seropédica";83092
"RJ";"Silva Jardim";21774
"RJ";"Sumidouro";15667
"RJ";"Tanguá";34610
"RJ";"Teresópolis";184240
"RJ";"Trajano de Moraes";10640
"RJ";"Três Rios";82142
"RJ";"Valença";76869
"RJ";"Varre-Sai";11106
"RJ";"Vassouras";37083
"RJ";"Volta Redonda";273988
"SP";"Adamantina";35111
"SP";"Adolfo";3554
"SP";"Aguaí";36648
"SP";"Águas da Prata";8221
"SP";"Águas de Lindóia";18808
"SP";"Águas de Santa Bárbara";6109
"SP";"Águas de São Pedro";3521
"SP";"Agudos";37401
"SP";"Alambari";6129
"SP";"Alfredo Marcondes";4184
"SP";"Altair";4186
"SP";"Altinópolis";16203
"SP";"Alto Alegre";4088
"SP";"Alumínio";18767
"SP";"Álvares Florence";3647
"SP";"Álvares Machado";24998
"SP";"Álvaro de Carvalho";5274
"SP";"Alvinlândia";3237
"SP";"Americana";242018
"SP";"Américo Brasiliense";41032
"SP";"Américo de Campos";5981
"SP";"Amparo";72677
"SP";"Analândia";5056
"SP";"Andradina";57202
"SP";"Angatuba";25479
"SP";"Anhembi";6819
"SP";"Anhumas";4144
"SP";"Aparecida";36185
"SP";"Aparecida d'Oeste";4158
"SP";"Apiaí";24226
"SP";"Araçariguama";22860
"SP";"Araçatuba";198129
"SP";"Araçoiaba da Serra";34776
"SP";"Aramina";5655
"SP";"Arandu";6365
"SP";"Arapeí";2460
"SP";"Araraquara";238339
"SP";"Araras";135506
"SP";"Arco-Íris";1773
"SP";"Arealva";8613
"SP";"Areias";3896
"SP";"Areiópolis";11158
"SP";"Ariranha";9761
"SP";"Artur Nogueira";55340
"SP";"Arujá";91157
"SP";"Aspásia";1818
"SP";"Assis";105087
"SP";"Atibaia";144088
"SP";"Auriflama";15253
"SP";"Avaí";5436
"SP";"Avanhandava";13859
"SP";"Avaré";91232
"SP";"Bady Bassitt";17761
"SP";"Balbinos";5934
"SP";"Bálsamo";9139
"SP";"Bananal";10993
"SP";"Barão de Antonina";3498
"SP";"Barbosa";7468
"SP";"Bariri";35558
"SP";"Barra Bonita";36126
"SP";"Barra do Chapéu";5760
"SP";"Barra do Turvo";7632
"SP";"Barretos";122833
"SP";"Barrinha";33180
"SP";"Barueri";276982
"SP";"Bastos";20953
"SP";"Batatais";62980
"SP";"Bauru";379297
"SP";"Bebedouro";77555
"SP";"Bento de Abreu";3005
"SP";"Bernardino de Campos";11158
"SP";"Bertioga";64723
"SP";"Bilac";8117
"SP";"Birigui";124883
"SP";"Biritiba Mirim";32936
"SP";"Boa Esperança do Sul";15018
"SP";"Bocaina";12452
"SP";"Bofete";11921
"SP";"Boituva";62170
"SP";"Bom Jesus dos Perdões";25985
"SP";"Bom Sucesso de Itararé";3984
"SP";"Borá";838
"SP";"Boracéia";4868
"SP";"Borborema";16164
"SP";"Borebi";2683
"SP";"Botucatu";148130
"SP";"Bragança Paulista";170533
"SP";"Braúna";5741
"SP";"Brejo Alegre";2889
"SP";"Brodowski";25277
"SP";"Brotas";24636
"SP";"Buri";19965
"SP";"Buritama";17281
"SP";"Buritizal";4514
"SP";"Cabrália Paulista";4243
"SP";"Cabreúva";50429
"SP";"Caçapava";95018
"SP";"Cachoeira Paulista";33581
"SP";"Caconde";19009
"SP";"Cafelândia";17843
"SP";"Caiabu";4193
"SP";"Caieiras";102775
"SP";"Caiuá";5946
"SP";"Cajamar";77934
"SP";"Cajati";28494
"SP";"Cajobi";10596
"SP";"Cajuru";26393
"SP";"Campina do Monte Alegre";6057
"SP";"Campinas";1213792
"SP";"Campo Limpo Paulista";85541
"SP";"Campos do Jordão";52405
"SP";"Campos Novos Paulista";4997
"SP";"Cananéia";12541
"SP";"Canas";5204
"SP";"Cândido Mota";31346
"SP";"Cândido Rodrigues";2799
"SP";"Canitar";5292
"SP";"Capão Bonito";47118
"SP";"Capela do Alto";20985
"SP";"Capivari";56379
"SP";"Caraguatatuba";123389
"SP";"Carapicuíba";403183
"SP";"Cardoso";12349
"SP";"Casa Branca";30520
"SP";"Cássia dos Coqueiros";2505
"SP";"Castilho";21267
"SP";"Catanduva";122497
"SP";"Catiguá";7855
"SP";"Cedral";9346
"SP";"Cerqueira César";20191
"SP";"Cerquilho";49802
"SP";"Cesário Lange";18375
"SP";"Charqueada";17367
"SP";"Clementina";8757
"SP";"Colina";18535
"SP";"Colômbia";6216
"SP";"Conchal";28273
"SP";"Conchas";18019
"SP";"Cordeirópolis";24826
"SP";"Coroados";6129
"SP";"Coronel Macedo";4635
"SP";"Corumbataí";4064
"SP";"Cosmópolis";73474
"SP";"Cosmorama";7298
"SP";"Cotia";253608
"SP";"Cravinhos";35579
"SP";"Cristais Paulista";8718
"SP";"Cruzália";2046
"SP";"Cruzeiro";82571
"SP";"Cubatão";131626
"SP";"Cunha";21459
"SP";"Descalvado";33910
"SP";"Diadema";426757
"SP";"Dirce Reis";1799
"SP";"Divinolândia";11086
"SP";"Dobrada";9010
"SP";"Dois Córregos";27512
"SP";"Dolcinópolis";2112
"SP";"Dourado";8878
"SP";"Dracena";47043
"SP";"Duartina";12433
"SP";"Dumont";10023
"SP";"Echaporã";6064
"SP";"Eldorado";15544
"SP";"Elias Fausto";17936
"SP";"Elisiário";3697
"SP";"Embaúba";2449
"SP";"Embu das Artes";276535
"SP";"Embu-Guaçu";69901
"SP";"Emilianópolis";3227
"SP";"Engenheiro Coelho";21249
"SP";"Espírito Santo do Pinhal";44471
"SP";"Espírito Santo do Turvo";4878
"SP";"Estrela d'Oeste";8419
"SP";"Estrela do Norte";2770
"SP";"Euclides da Cunha Paulista";9325
"SP";"Fartura";16070
"SP";"Fernandópolis";69402
"SP";"Fernando Prestes";5794
"SP";"Fernão";1727
"SP";"Ferraz de Vasconcelos";196500
"SP";"Flora Rica";1430
"SP";"Floreal";2900
"SP";"Flórida Paulista";14790
"SP";"Florínea";2653
"SP";"Franca";355901
"SP";"Francisco Morato";177633
"SP";"Franco da Rocha";156492
"SP";"Gabriel Monteiro";2776
"SP";"Gália";6482
"SP";"Garça";44409
"SP";"Gastão Vidigal";4860
"SP";"Gavião Peixoto";4815
"SP";"General Salgado";10862
"SP";"Getulina";11447
"SP";"Glicério";4829
"SP";"Guaiçara";12294
"SP";"Guaimbê";5785
"SP";"Guaíra";41040
"SP";"Guapiaçu";21775
"SP";"Guapiara";17025
"SP";"Guará";21308
"SP";"Guaraçaí";8290
"SP";"Guaraci";11287
"SP";"Guarani d'Oeste";1998
"SP";"Guarantã";6675
"SP";"Guararapes";33100
"SP";"Guararema";30136
"SP";"Guaratinguetá";122505
"SP";"Guareí";18887
"SP";"Guariba";40487
"SP";"Guarujá";322750
"SP";"Guarulhos";1392121
"SP";"Guatapará";7709
"SP";"Guzolândia";5307
"SP";"Herculândia";9588
"SP";"Holambra";15272
"SP";"Hortolândia";234259
"SP";"Iacanga";11858
"SP";"Iacri";6295
"SP";"Iaras";9517
"SP";"Ibaté";35472
"SP";"Ibirá";12518
"SP";"Ibirarema";7841
"SP";"Ibitinga";60600
"SP";"Ibiúna";79479
"SP";"Icém";8304
"SP";"Iepê";8194
"SP";"Igaraçu do Tietê";24749
"SP";"Igarapava";30614
"SP";"Igaratá";9583
"SP";"Iguape";30989
"SP";"Ilhabela";35591
"SP";"Ilha Comprida";11362
"SP";"Ilha Solteira";26788
"SP";"Indaiatuba";256223
"SP";"Indiana";4879
"SP";"Indiaporã";3886
"SP";"Inúbia Paulista";4019
"SP";"Ipaussu";15069
"SP";"Iperó";37964
"SP";"Ipeúna";7687
"SP";"Ipiguá";5476
"SP";"Iporanga";4199
"SP";"Ipuã";16604
"SP";"Iracemápolis";24614
"SP";"Irapuã";8048
"SP";"Irapuru";8325
"SP";"Itaberá";17480
"SP";"Itaí";27382
"SP";"Itajobi";15297
"SP";"Itaju";3887
"SP";"Itanhaém";103102
"SP";"Itaoca";3330
"SP";"Itapecerica da Serra";177662
"SP";"Itapetininga";165526
"SP";"Itapeva";94804
"SP";"Itapevi";240961
"SP";"Itapira";75234
"SP";"Itapirapuã Paulista";4268
"SP";"Itápolis";43331
"SP";"Itaporanga";15173
"SP";"Itapuí";14147
"SP";"Itapura";4951
"SP";"Itaquaquecetuba";375011
"SP";"Itararé";50642
"SP";"Itariri";17598
"SP";"Itatiba";122581
"SP";"Itatinga";20921
"SP";"Itirapina";18387
